Company Name,Company Type,Registered,Address,City,State,Country,NACE
PRATUTHONG VALUECREATION LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"Clifton House Business Centre, Fitzwilliam Street Lower ,Dublin 2, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
ONE STOP CABINS LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"52 Sonesta, Malahide ,Co. Dublin, ",Dublin,Leinster,Ireland,"[4799] Other Retail Sale Not In Stores, Stalls Or Markets"
UTM-BUILDER LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"68 Garville Avenue, Rathgar ,Dublin 6, ",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
GOLDENTREE LOAN MANAGEMENT EUR CLO 2 DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),09/01/2018,"32 Molesworth Street, Dublin 2 ,Ireland, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
QUIGLEY MANAGEMENT CONSULTING LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"46 Woodfield, Scholarstown Road ,Rathfarnham, Dublin 16",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
EURO-GALAXY VII CLO DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),09/01/2018,"5th Floor, The Exchange ,George'S Dock, Ifsc,Dublin 1",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
OBREGON AVIATION DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company Limited By Shares (Licenced Company),09/01/2018,"2nd Floor, 1-2 Victoria Buildings, Haddington Road ,Dublin 4",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
TAURUS MANAGEMENT CONSULTANCY LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"17 Wicklow Street, Dublin 2 , , ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
DCC LPG LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"Dcc House, Leopardstown Road ,Foxrock,Dublin 18",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
FISHOOK LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"2 Frankfort Mews, Frankfort Park ,Dublin 14, ",Dublin,Leinster,Ireland,[6399] Other Information Service Activities N.E.C.
V3R BIOMED LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"Suite 2231, 26/27 Upper Pembroke Street ,Dublin 2, ",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
MCWILLIAM PARK HOSPITALITY LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"Davy House, 49 Dawson Street ,Dublin 2,D02 Py05",Dublin,Leinster,Ireland,[5510] Hotels And Similar Accommodation
EUROMOUNT MEDICAL LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"3 Inn'S Quay, Dublin 7 , , ",Dublin,Leinster,Ireland,[4618] Agents Specialised In The Sale Of Other Particular Products
VELVETGLEN LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"5 Clanwilliam Square, Grand Canal Quay ,Dublin 2, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
SEASONBELL LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"44 Shrewsbury Park, Ballsbridge ,Dublin 4, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
ORBITDALE LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"5 Clanwilliam Square, Grand Canal Quay ,Dublin 2, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
RCQS LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"K+A Accountants, Unit 9 Rossfield, 50 Rosemount Business Park ,Ballycoolin, Dublin 11, ",Dublin,Leinster,Ireland,[7112] Engineering Activities And Related Technical Consultancy
ASL SURVEYING LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"K+A Accountants, Unit 9 Rossfield, 50 Rosemount Business Park ,Ballycoolin, Dublin 11, ",Dublin,Leinster,Ireland,[7112] Engineering Activities And Related Technical Consultancy
GC FITOUT LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"Regus, Pembroke House ,28-32 Pembroke Street Upper,Dublin 2",Dublin,Leinster,Ireland,[4339] Other Building Completion And Finishing
OZLME V DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),09/01/2018,"3rd Floor, Kilmore House, Park Lane ,Spencer Dock,Dublin 1",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
HASHTAG IT CONSULTING LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"Dermot O'Malley & Co., Block 3 ,Saint John'S Court Office Park,Swords Road, Dublin 9",Dublin,Leinster,Ireland,[7219] Other Research And Experimental Development On Natural Sciences And Engineering
T ROADS PROPERTY LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"2 Glenavy Park, Terenure ,Dublin 6w, ",Dublin,Leinster,Ireland,[6810] Buying And Selling Of Own Real Estate
MAREX SPECTRON EUROPE LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"10 Earlsfort Terrace, Dublin 2 ,D02 T380, Ireland, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
ASGARD BEAUTY LIMITED,Ltd - Private Company Limited By Shares,09/01/2018,"8 The Mall, Lower Main Street ,Lucan,Co. Dublin",Dublin,Leinster,Ireland,[9602] Hairdressing And Other Beauty Treatment
SYNCHRONOSS HOLDINGS EUROPE LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"The Academy, 42 Pearse Street ,Dublin 2, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
OLF TECHNOLOGIES LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"4th Floor, Minerva House, Simmonscourt Road ,Ballsbridge, Dublin 4,Ireland",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
RYAN ELECTRICAL FIRE AND SAFETY LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"22 Oak Rise, Royal Oak ,Santry,Dublin 9",Dublin,Leinster,Ireland,[4399] Other Specialised Construction Activities N.E.C.
CAFE MERAVIGLIA LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"11-12 South Richmond Street, Dublin 2 , , ",Dublin,Leinster,Ireland,[5610] Restaurants And Mobile Food Service Activities
PLAYSTIVAL LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Iconic Offices, Block C ,112-114 Saint Stephen'S Green,Dublin 2",Dublin,Leinster,Ireland,[8230] Organisation Of Conventions And Trade Shows
AO.KI CAPITAL LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Heritage House, St Stephen'S Green ,Dublin 2, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
HISTORICAL POINTING SPECIALISTS LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"184 Kildare Road, Crumlin ,Dublin 12, ",Dublin,Leinster,Ireland,[4339] Other Building Completion And Finishing
ASGHARD BLACK CONSULTING LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"75 Castleheath, Malahide ,Co. Dublin, ",Dublin,Leinster,Ireland,[6202] Computer Consultancy Activities
CITYFOOD 4U LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Unit 2c, Century Business Park ,Melville Road,Dublin 11",Dublin,Leinster,Ireland,[5610] Restaurants And Mobile Food Service Activities
BRIAN KIRBY DERMATOLOGY LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Ravenna, Convent Avenue ,Bray,Co. Wicklow",Dublin,Leinster,Ireland,[8690] Other Human Health Activities
PFG CLONSKEAGH TAVERN LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"170 Rathmines Road Lower, Dublin 6 , , ",Dublin,Leinster,Ireland,[5630] Beverage Serving Activities
DCC RETAIL & OIL LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Dcc House, Leopardstown Road ,Foxrock,Dublin 18",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
SHUBH CONSULTING LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Flat 1, 19 Northumberland Avenue, Dun Laogharie ,Co. Dublin, ",Dublin,Leinster,Ireland,[6202] Computer Consultancy Activities
BAILY COFFEE LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"5 Asgard Road, Howth ,Co Dublin, ",Dublin,Leinster,Ireland,[5610] Restaurants And Mobile Food Service Activities
VB CREATIVE LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"2 Findlater Street, Sandycove ,Co. Dublin, ",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
MMK STEEL FINANCE DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),10/01/2018,"2nd Floor, Palmerston House, Fenian Street ,Dublin 2, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
"CRESTLINE PORTFOLIO FINANCING FUND (IRL), DESIGNATED ACTIVITY COMPANY",Dac - Designated Activity Company (Limited By Shares),10/01/2018,"1st Floor, 118 Lower Baggot Street ,Dublin 2, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
ROTCON HOLDINGS LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"189 Kimmage Road West, Dublin 12 , , ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
GRALOVE LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"10 Cherrington Road, Shankill ,Dublin,D18he12",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
VIRTUAL RETAIL MANAGEMENT LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"8/9 Westmoreland Street, Dublin 2 , , ",Dublin,Leinster,Ireland,"[4651] Wholesale Of Computers, Computer Peripheral Equipment And Software"
BLULIP TECHNOLOGY LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"3 Cavendish Row, Dublin 1 , , ",Dublin,Leinster,Ireland,[6209] Other Information Technology And Computer Service Activities
HERMES TRUST LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"185 Rathmines Road Lower, Dublin 6 , , ",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
PAN JEWELRY LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"87 Grafton Street, Dublin 2 , , ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
LITTLE SHARK & GENTLE WOLF LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Ground Floor, 8-9 Marino Mart ,Fairview,Clontarf Dublin 3 D03 P590",Dublin,Leinster,Ireland,[6190] Other Telecommunications Activities
PATRICIAN WEB LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"55 Fitzwilliam Square North, Dublin 2 , , ",Dublin,Leinster,Ireland,[4791] Retail Sale Via Mail Order Houses Or Via Internet
EDGE 7 CLOUD NETWORKS LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Unit G1, Riverview Business Park ,Nangor Road,Dublin 12",Dublin,Leinster,Ireland,[6202] Computer Consultancy Activities
UTILITYAR LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"20 Adrian Avenue, Harold'S Cross ,Dublin 6w, ",Dublin,Leinster,Ireland,[5829] Other Software Publishing
MELOTEK LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Apartment 9, 12 Railway Road ,Clongriffin,Dublin 13",Dublin,Leinster,Ireland,[5829] Other Software Publishing
KEVIN BYRNE TRANSPORT LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"11 Newmarket, Dublin 8 , , ",Dublin,Leinster,Ireland,[4939] Other Passenger Land Transport N.E.C.
BIMENG LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"60 Bertram Court, High Street ,Dublin 8, ",Dublin,Leinster,Ireland,[7111] Architectural Activities
ADVISIDE LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"51/52 Fitzwilliam Square W, Dublin 2 , , ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
PAR (SR) LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Joyce House, 22/23 Holles Street ,Dublin 2, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
PHOENIX GREEN LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Leeson Chambers,, 28 Lower Leeson Street, ,Dublin 2,,Ireland.",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
ETAIN SOFTWARE LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"13 Baggot Street Upper, Dublin 4 , , ",Dublin,Leinster,Ireland,[6209] Other Information Technology And Computer Service Activities
FAMPHARM OAKLEY LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Apartment 8, The Oaks ,Pelletstown Manor,Ashtown, Dublin 15",Dublin,Leinster,Ireland,[4773] Dispensing Chemist In Specialised Stores
THAR BARR I.T. DEVELOPMENT LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"62 Clontarf Road, Dublin 3 , , ",Dublin,Leinster,Ireland,[6202] Computer Consultancy Activities
JOKER ISSUER DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),10/01/2018,"32 Molesworth Street, Dublin 2 ,Ireland, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
DJJ TAVERNS LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"189 North Circular Road, Dublin 7 , , ",Dublin,Leinster,Ireland,[5630] Beverage Serving Activities
HANNAH CORCORAN DESIGN LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Brighton House, 115-119 Lower Rathmines Road ,Dublin 6, ",Dublin,Leinster,Ireland,[7410] Specialised Design Activities
MADISON PEARL EXECUTIVE SEARCH LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"The Black Church, St. Mary'S Place ,Dublin D07 P4ax, ",Dublin,Leinster,Ireland,[7810] Activities Of Employment Placement Agencies
DOME PRODUCTIONS LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Unit 12, Terenure Enterprise Centre ,Terenure,Dublin 6w",Dublin,Leinster,Ireland,[8230] Organisation Of Conventions And Trade Shows
TORNADO MIUI LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"8 South Great George'S Street, Dublin 2 , , ",Dublin,Leinster,Ireland,[6202] Computer Consultancy Activities
MURUGUN LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"108 Pearse Street, Dublin 2 , , ",Dublin,Leinster,Ireland,"[4711] Retail Sale In Non-Specialised Stores With Food, Beverages Or Tobacco Predominating"
CASTLELAKE AVIATION (IRELAND) LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"28-32 Pembroke Street Upper, Dublin 2 ,Ireland, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
LONGPEAK LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Unit 112, Citygate Business Centre ,Hills Industrial Estate,Lower Lucan Road, Lucan, Co. Dublin",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
SIBANYA SPORTS LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"8 South Great George'S Street, Dublin 2 , , ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
ELAINE WALL CONSULTING LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"Garden Apartment, 76 Leinster Road ,Rathmines,Dublin 6",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
DPO PLUS LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"12 Ramleh Villas, Milltown ,Dublin 6, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
BALFE ROAD MANAGEMENT COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,10/01/2018,"3 Wilton Place, Dublin 2 , , ",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
MALONE ADMINISTRATION LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"239 Blanchardstown Corporate Park, Ballycoolin ,Dublin 15, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
MILO AGENCY LIMITED,Ltd - Private Company Limited By Shares,10/01/2018,"1a Clifton Lane, Clifton Avenue ,Monkstown,Co Dublin",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
CYCLIPSE LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"Talbot Hall 402, Talbot Street ,Dublin 1, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
LIVE UTI FREE LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"C/O Gaby Smyth & Co. Limited, Ardeen House ,10-11 Marine Terrace,Dun Laoghaire, Co. Dublin",Dublin,Leinster,Ireland,[6209] Other Information Technology And Computer Service Activities
BAMBOO CREATIVE LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"Peamount Industries, Yard 2, Lock Road ,Newcastle,Co. Dublin",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
5-15 GLOBAL ENERGY HQ LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"108 Q House, Furze Road ,Sandyford,Dublin 18",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
GLOBAL GAS AND LIGHT HQ LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"108 Q House, Furze Road ,Sandyford,Dublin 18",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
S HARTE DIAGNOSTICS LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"The Birches, Vernon Grove ,Rathgar,Dublin 6",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
ANYTHING GOES LOGISTICS LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"155 Primrose Grove, Darndale ,Dublin 17, ",Dublin,Leinster,Ireland,[4941] Freight Transport By Road
DEAN AMIX LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"Office 29, Clifton House, Dublin 2 , , ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
SKYTRAIN AIRLINES LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"24 Baggot Street Lower, Dublin 2 , , ",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
V3S FASHION LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"161 Hampton Wood Road, Finglas ,Dublin 11, ",Dublin,Leinster,Ireland,[4641] Wholesale Of Textiles
MIX SUMMIT LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"21 Obelisk Rise, Saint Augustine'S Park ,Blackrock,Co. Dublin",Dublin,Leinster,Ireland,[8230] Organisation Of Conventions And Trade Shows
UNITY MARKETING LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"Office 29, Clifton House ,Fitzwilliam Street Lower,Dublin 2",Dublin,Leinster,Ireland,"[6311] Data Processing, Hosting And Related Activities"
KHAWAR SAEED & RABIA AAMIR MALIK VENTURES LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"156 Parnell Street, Dublin 1 , , ",Dublin,Leinster,Ireland,[5590] Other Accommodation
CROSBIE REFRIGERATION & AIR CONDITIONING LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"164 Belgard Heights, Tallaght ,Dublin 24, ",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
RIVERVALLEY CONVENIENCE STORES LIMITED,Ltd - Private Company Limited By Shares,11/01/2018,"C/O O'Donnell & Associates, Unit 34 Greenmount Office Park ,Harolds Cross,Dublin 6w",Dublin,Leinster,Ireland,"[4711] Retail Sale In Non-Specialised Stores With Food, Beverages Or Tobacco Predominating"
